name,address,category,phone,website,email,rating,total_ratings,place_id
Hernandez Used appliances,"2025 Dundee Rd, Winter Haven, FL 33884, USA",Establishment,(786) 758-1262,,,4.3,89,ChIJCYFvZ04T3YgRpZyVsmy0wlM
SCP Distributors LLC,"3146 Winter Lake Rd, Lakeland, FL 33803, USA",Establishment,(863) 666-5441,http://www.scppool.com/,,4.7,67,ChIJHREcSUY-3YgRol_40YFU3ls
Pinch A Penny Pool Patio Spa,"6140 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(863) 858-3404,https://pinchapenny.com/stores/lakeland-fl-95,,4.5,226,ChIJsUNSsjxE3YgRoDSfwmQFRs0
"Affordable Spas, Pools & Billiards of Central FL","2326 E Edgewood Dr, Lakeland, FL 33803, USA",Establishment,(863) 940-9826,https://lakelandhottubpoolandpatio.us/,,4.6,248,ChIJBR0m3v0-3YgRiaw1Z6LZX8o
Village Pool Supply,"368 N 5th St, Eagle Lake, FL 33839, USA",Establishment,(863) 293-8936,,,4.8,68,ChIJf_rIBWQT3YgRPxJcn1kpP50
Pinch A Penny Pool Patio Spa,"3025 Lakeland Highlands Rd, Lakeland, FL 33803, USA",Establishment,(863) 683-3383,https://pinchapenny.com/stores/lakeland-fl-5,,4.2,252,ChIJp6UDa-Q-3YgRbYFdM6hz_Zg
Leslie's Pool Supplies,"4770 Florida Ave S, Lakeland, FL 33813, USA",Establishment,(863) 647-2343,https://lesliespool.com/location/lakeland-florida-lakeland-253.html?utm_source=gmb&utm_medium=organic&utm_campaign=store_253,,4,84,ChIJ6d_4yVM53YgRktt0qhfqLDA
CBSPOOL,"340 W Brannen Rd, Lakeland, FL 33813, USA",Establishment,(863) 668-9606,http://www.cbspool.com/,,4.9,14,ChIJY7XDAnY_3YgRCdY3bdBQCwM
Pinch A Penny Pool Patio Spa,"6952 Florida Ave S, Lakeland, FL 33813, USA",Establishment,(863) 607-6544,https://pinchapenny.com/stores/lakeland-fl-136,,3.7,128,ChIJpzy4rJU73YgRrRiSKUugqO4
Coral Bargain Warehouse,"3604 Century Blvd STE E, Lakeland, FL 33811, USA",Establishment,(863) 940-3750,,,4.8,132,ChIJzyFvp7053YgRw9_M-uc571k
Callahan’s Feed & Tack,"8801 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(863) 859-0655,,,4.7,163,ChIJv7AOvRhE3YgR8QfOAV5xe80
Cattleman's Feed & Ranch,"121 Commonwealth Ave N, Polk City, FL 33868, USA",Establishment,(863) 984-2560,,,4.4,125,ChIJt1H4_KZp3YgRG5ryakA5HGQ
Florida Farm & Ranch Supply,"2975 FL-60, Bartow, FL 33830, USA",Clothing Store,(863) 533-1814,https://floridafarmandranchsupply.com/,,4.7,169,ChIJoxTGlhkX3YgRScsVsZ4eL2s
F1 Farm & Feed,"7920 FL-60, Bartow, FL 33830, USA",Establishment,(863) 537-2400,https://www.facebook.com/JJtackbartow,,4.7,96,ChIJiw6LlbER3YgRRjgw4FNbD8E
Cason Farms,"1805 Ritter Rd, Lakeland, FL 33810, USA",Establishment,,,,5,3,ChIJs2wZaSJH3YgRM5HHkuOGovg
Plant City Feed,"3014 James L Redman Pkwy, Plant City, FL 33566, USA",Establishment,(813) 441-4383,https://rymaps.xyz/business/plant-city-feed-z9tzae,,4.9,19,ChIJvySfUUUx3YgRSBKee7twVjg
The Hay Exchange,"4950 US-92, Plant City, FL 33563, USA",Establishment,(813) 754-0909,http://www.thehayexchange.com/,,4.6,116,ChIJXxMX1_o03YgRyly_gTOndM4
Antioch Feed & Farm Supply,"12650 McIntosh Rd, Thonotosassa, FL 33592, USA",Establishment,(813) 986-5611,,,4.7,395,ChIJra9tQoPKwogRraJnFjNQghg
Champions Choice Feeds,"38626 Tucker Rd, Zephyrhills, FL 33542, USA",Establishment,(813) 782-2333,,,4.9,39,ChIJOxvO9ptN3YgRW_oK8FVVl1I
Land O'Lakes Purina Feed,"890 Prairie Industrial Pkwy, Mulberry, FL 33860, USA",Establishment,(863) 425-5544,http://www.purinamills.com/,,4.2,52,ChIJaZ4Vjx873YgRD6MIPKYdk6k
Ace Barn Feed & Pet Supplies,"10425 County Rd 39, Lithia, FL 33547, USA",Establishment,(813) 704-6914,,,4.7,76,ChIJo-_5v8gt3YgRU6gvXthbIdk
Bliss Feed & Supplies,"36703 Chancey Rd, Zephyrhills, FL 33541, USA",Establishment,(813) 782-1129,http://blissfeedsupply.com/,,4.7,308,ChIJkcNFLtJM3YgRlRMwBWj3WGI
Bingham's Branch,"8625 Harrison Rd, Lakeland, FL 33810, USA",Establishment,(863) 225-3883,,,4.2,5,ChIJ21V-xn9G3YgRCXN_xlnUU-A
Garden Center at Tractor Supply,"6945 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(863) 815-2010,https://www.tractorsupply.com/tsc/store_Lakeland-FL-33809_567,,4.8,28,ChIJWzDbDflH3YgR10Gjx-CuJpo
MST Sod Equipment,"8110 US Hwy 98 N, Lakeland, FL 33810, USA",Establishment,(863) 853-4247,http://www.mstsodequipment.com/,,4.9,32,ChIJAWuhuqtG3YgRrpEPMdczSKQ
Florida Coast Equipment,"404 N Frontage Rd, Plant City, FL 33563, USA",Car Repair,(813) 578-0431,http://www.floridacoasteq.com/,,4.3,79,ChIJd3BWaDk33YgRIV4D8Kft1y0
C&M Tractor LLC,"4709 Log Cabin Dr, Lakeland, FL 33810, USA",Establishment,(863) 686-6943,http://cmtractorllc.com/,,5,10,ChIJy3S8C_833YgRFcsBOhpHKTI
Grove Equipment Service,"5905 FL-60 East, Bartow, FL 33830, USA",Establishment,(863) 537-1345,http://groveequipment.biz/,,4.5,154,ChIJrf3IieEQ3YgRNyDkpg29Xjw
Everglades Equipment Group,"2805 FL-60, Plant City, FL 33567, USA",Car Repair,(813) 737-1660,https://www.evergladesfarmequipment.com/locations/plant-city/,,4.5,238,ChIJJZ1i-lkw3YgRD-NRojsLOn8
Fields Equipment Company Inc.,"3203 Havendale Blvd, Winter Haven, FL 33881, USA",Establishment,(863) 967-0602,http://fieldsequip.com/,,4.3,119,ChIJcwYCJTQT3YgRp54cF51VQuo
Ring Power Corporation,"3425 Reynolds Rd, Lakeland, FL 33803, USA",Car Repair,(863) 606-0512,https://www.ringpower.com/locations/lakeland?utm_content=local&utm_source=googlegmb&utm_medium=referral&utm_campaign=gmb,,4.3,33,ChIJNWlTU08-3YgREs_A6KAxHPk
Florida Coast Equipment,"3450 Havendale Blvd, Winter Haven, FL 33881, USA",Establishment,(863) 356-8709,http://floridacoasteq.com/,,4.5,132,ChIJxSyYhMQT3YgRhEoZQ_gKCeg
Grove Equipment Service,"908 E Baker St, Plant City, FL 33563, USA",Establishment,(813) 759-8722,http://www.groveequipment.biz/,,4.5,103,ChIJre17ZI823YgRZ7izqAgWuE0
GULF COAST TURF AND TRACTOR,"404 N Frontage Rd, Plant City, FL 33563, USA",Establishment,(813) 764-0603,http://gulfcoasttractor.com/,,4,99,ChIJ5XL3wx033YgRNtaKo_jT1MQ
Conibear Equipment Co,"8910 US-98, Lakeland, FL 33809, USA",Establishment,(863) 858-4414,https://conibearequipmentinc.com/,,4.5,2,ChIJIcKtSx9E3YgRw8jh_vEq8l4
Commercial Lawn Equipment,"825 Creative Dr, Lakeland, FL 33813, USA",Establishment,(863) 648-4498,http://www.clemowers.com/,,4.7,90,ChIJCz5fnOY73YgR_kbDqrRqWS0
"Complete Land Solutions, LLC","8615 Old Lakeland Hwy, Zephyrhills, FL 33540, USA",Establishment,(813) 713-5045,http://clsequipment.com/,,4.4,77,ChIJ8UaP_TBT3YgRtxXo4hi8OkE
Horizon Distributors,"2384 Old Combee Rd Apartment 107, Lakeland, FL 33805, USA",Establishment,(863) 665-2819,https://www.horizononline.com/landscape-supply-store/lakeland-fl/,,4.4,17,ChIJT-s3Ff5A3YgRxrSs3PffHBM
Synergy Equipment Rental Lakeland,"2702 Drane Field Rd, Lakeland, FL 33811, USA",Establishment,(863) 342-6894,https://www.synergyequip.com/,,5,3,ChIJadjn8UI53YgRO25CgEYTXqU
"Spring Lane Ranch, LLC","4427 Spring Ln, Lakeland, FL 33811, USA",Establishment,(863) 225-5945,http://springlaneranch.com/,,4.8,33,ChIJ12CS-Z0w3YgRzJ6t9PNVTok
Mainstone Riding Academy,"1 Mainstone Dr, Lakeland, FL 33801, USA",Establishment,(863) 602-0782,http://www.mainstoneridingacademy.com/,,4.7,22,ChIJC-5w-QNE3YgR9vqw29Cm-mI
Turkey Creek Stables,"5534 Turkey Creek Rd, Plant City, FL 33567, USA",Establishment,(813) 737-1312,https://turkeycreekstables.net/,,4,724,ChIJ2-Fp4VQy3YgRKQBNKDLXvtY
Hidden Meadow Farms,"8231 County Rd 39, Plant City, FL 33567, USA",Establishment,(813) 777-2061,http://www.hiddenmeadowllc.com/,,4.4,23,ChIJ_Ume1gEy3YgR6VuWj1wT35Y
English Oaks Equestrian Center,"4815 Medulla Rd, Lakeland, FL 33811, USA",Establishment,(863) 581-1876,http://englishoaksequestriancenter.wordpress.com/,,4.8,6,ChIJvbaz5VY33YgRBWyc-Og3w98
Golden Legacy Farms,"1627 McLin Dr, Plant City, FL 33565, USA",Establishment,(863) 670-2929,http://goldenlegacyfarms.wordpress.com/,,5,6,ChIJ4elGATw13YgRGthb7hZcVGM
Let It Ride Ranch,"420 Mattie Dr, Lakeland, FL 33809, USA",Establishment,,,,4,5,ChIJa8SYTQRE3YgRJ4TB_k9iofE
Fire River 4 Ranch,"515 E Keysville Rd, Plant City, FL 33567, USA",Establishment,(813) 244-2301,https://fireriver4ranch.com/,,5,4,ChIJ8Zo29PEv3YgRXg0HZZfT-7I
stafford hill farm,"6002 Stafford Rd, Plant City, FL 33565, USA",Establishment,(813) 716-3908,,,5,23,ChIJvxYv3SQ13YgR9zx8p9ZBAQg
Rockin W Ranch,"5247 Rifle Range Rd, Bartow, FL 33830, USA",Establishment,,https://rockinwranch.wixsite.com/rwranch,,4.8,38,ChIJmTekLbAR3YgR4zNbMKzAt_E
Sleepy Oaks Farm,"1003 Cowart Rd, Plant City, FL 33567, USA",Establishment,(813) 752-5187,,,4.4,10,ChIJhRVjDDsx3YgRmxM0fXwiaSQ
Bay Lakes Stable,"4617 Garland Branch Rd, Dover, FL 33527, USA",Establishment,(813) 719-6041,,,4.8,13,ChIJf491azsz3YgRDqC3WIsokS4
"Pine Creek Ranch - Bartow, FL","4311 Old Bartow Eagle Lake Rd, Bartow, FL 33830, USA",Establishment,(863) 559-9087,,,5,2,ChIJnWXhmB0X3YgRw6lxGrR1Ge0
Shady Creek Ranch,"3416 Larry Kelley Ln, Plant City, FL 33566, USA",Establishment,(813) 415-4592,,,5,3,ChIJKyuZ4XE33YgRA0Khxkfe5HA
Crystal Beach Farm,"3758 Crystal Beach Rd, Winter Haven, FL 33880, USA",Establishment,(863) 258-6676,,,5,16,ChIJ8T0eFE0T3YgRdSJj9fxsUsk
Bolo Hunt - Real Time Horsemanship,"1700 S Webster Ave office only, Lakeland, FL 33803, USA",Establishment,(813) 416-5637,https://www.bolohunt.com/,,5,9,ChIJq6o6QKoz3YgRMEPHFIP6wvc
Nokwood Farm,"6311 Varn Rd, Plant City, FL 33565, USA",Establishment,,,,5,3,ChIJC6MRQGpK3YgROEUgKDA3YRY
Southern Dream Farm,"39724 Richland Rd, Zephyrhills, FL 33540, USA",Establishment,(813) 492-5460,http://www.southerndreamfarm.com/,,4.9,17,ChIJf69d5vNT3YgR6q0ESktM7as
VETS ER: Veterinary Emergency Triage and Surgery,"5341 N Socrum Loop Rd, Lakeland, FL 33809, USA",Establishment,(863) 345-8387,http://vetserlakeland.com/,,4.5,108,ChIJNRkNBy9B3YgRm84C9T9NEeA
Banfield Pet Hospital,"919 Lakeland Park Center Dr #380, Lakeland, FL 33809, USA",Establishment,(863) 853-7819,https://www.banfield.com/locations/veterinarians/fl/lakeland/lal?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local,,4,353,ChIJ49OmqDhH3YgRkbfh7ztBwxw
Humane Society of Polk County,"3195 Dundee Rd, Winter Haven, FL 33884, USA",Establishment,(863) 324-5227,http://humanesocietyofpolkcounty.org/,,4.3,869,ChIJk72bpUUN3YgROXByhsLUKmo
Polk County Bully Project,"5840 W Brannen Rd, Lakeland, FL 33813, USA",Establishment,(863) 816-6995,https://polkcountybullyproject.org/,,4.4,130,ChIJ1ZoVu4s73YgRVkfe8H6Ok1k
Crossed Paws Pet Rescue,"106A Main St, Auburndale, FL 33823, USA",Establishment,(863) 229-5259,https://crossedpawspetrescue.org/,,4.3,216,ChIJ6y9aRG4T3YgRRJmuly-EDwg
Raining Cats And Dogs Shelter,"2708 FL-60, Plant City, FL 33567, USA",Establishment,(813) 704-4915,http://rainingcatsanddogsshelter.com/,,4.4,110,ChIJ__9reFcw3YgRVRzw_H2SYWU
Dreamward Travel,"137 Florida Ave S, Lakeland, FL 33801, USA",Establishment,(863) 802-8409,http://www.dreamwardtravel.com/,,4.7,38,ChIJrVOAs7U43YgR88c0oyM6O4o
Traveling Fedoras- Dream Vacations,"1124 Lakewood Rd, Lakeland, FL 33805, USA",Establishment,(863) 815-0995,http://www.travelingfedoras.com/,,5,15,ChIJ66vkvm1B3YgRaqE9WMrRMuQ
Kinsey Travel LLC,"Goldenview Ln, Lakeland, FL 33811, USA",Establishment,(863) 274-3715,https://kinseytravel.com/,,5,12,ChIJD3ATjv473YgRNeTHKDtWZ9Y
Vibes Vacation & Tours,"Bently Dr, Lakeland, FL 33809, USA",Establishment,(863) 274-6977,http://vibesvacation.com/,,5,4,ChIJ08FMsUlB3YgRBrDUrby0FcQ
Imagine Tours & Travel,"509 W Co Rd 540A, Lakeland, FL 33813, USA",Establishment,(863) 709-9208,http://ittworld.com/,,4.5,118,ChIJVVUZeK4-3YgROGUq-qMgcpE
Just for you Vacations,"5320 FL-33, Lakeland, FL 33805, USA",Establishment,(802) 343-7906,https://www.justforyouvacations.com/copy-of-resources,,5,1,ChIJ__-77wxB3YgRnSQCAsBii5E
Bayport Holidays,"304 E Pine St #146, Lakeland, FL 33801, USA",Establishment,(813) 797-1915,https://bayportholidays.com/,,5,1,ChIJOT2Ym9U53YgRVMilCPFT558
Gina's Getaways LLC,"900 Old Combee Rd, Lakeland, FL 33805, USA",Establishment,(937) 597-5242,http://www.ginasgetawaysllc.com/,,3.2,9,ChIJW7Rz0GxN3YgROlIX3LDIrBQ
Advantage Travel,"3816 Industry Blvd Suite 100, Lakeland, FL 33811, USA",Establishment,(863) 686-1400,https://advantagegroupfl.com/,,3.2,5,ChIJvReRd0w53YgR7bXRD7As4BQ
International Sun Travel Agency,"705 E Main St, Bartow, FL 33830, USA",Establishment,(863) 533-0511,http://www.intlsuntvl.com/,,5,19,ChIJyUPeyb0X3YgRitwotijNjxc
Travel and Cruise World,"1610 Dundee Rd, Winter Haven, FL 33884, USA",Establishment,(863) 295-9017,http://winterhaventravelagencies.com/,,4.6,42,ChIJ7csEHpcS3YgRqoO4G3jC9qM
Noseworthy Travel,"5725 Imperialakes Blvd, Mulberry, FL 33860, USA",Establishment,(863) 644-6261,http://www.noseworthytravel.com/,,3.7,20,ChIJq59etbw73YgRoXmpbgZI_So
Tour Resources International,"5706 Manchester Dr W, Lakeland, FL 33810, USA",Establishment,(863) 816-1526,,,4,6,ChIJd_pX0vxG3YgRitTC-8bN27k
Dream Vacations Eric & Barb Svenson,"9521 Fountain Terrace, Lakeland, FL 33810, USA",Establishment,(863) 286-0742,http://www.escapetoparadisevacations.com/,,5,2,ChIJxWgVT20zP4gRzia7oTaq3Gc
Baymont by Wyndham Lakeland,"4375 Lakeland Pk Dr, Lakeland, FL 33809, USA",Establishment,(863) 940-0866,https://www.wyndhamhotels.com/baymont/lakeland-florida/baymont-inn-lakeland/overview?CID=LC:cfixxwa8fefdt79:46907&iata=00093796,,2.7,1043,ChIJnRKQ0MZ-54gRHv_Px1Wi2kA
La Quinta Inn & Suites by Wyndham Lakeland East,"4315 Lakeland Pk Dr, Lakeland, FL 33809, USA",Establishment,(863) 815-0606,https://www.wyndhamhotels.com/laquinta/lakeland-florida/la-quinta-lakeland-east/overview?CID=LC:6ysy27krtpcrqev:52719&iata=00093796,,3.5,1181,ChIJJ7DmtTJH3YgR7Q5u0X7khgs
Stayable Lakeland,"4645 N Socrum Loop Rd, Lakeland, FL 33809, USA",Establishment,(844) 387-6651,https://rentstayable.com/lakeland/?utm_source=gmb&utm_medium=organic&utm_campaign=Stayable+Lakeland,,3.3,477,ChIJSVZUiMVB3YgRtu3qFAkaJnU
Home2 Suites by Hilton Lakeland North I-4,"3610 Hopewell Ave, Lakeland, FL 33809, USA",Establishment,(863) 337-4906,https://www.hilton.com/en/hotels/lalwdht-home2-suites-lakeland-north-i-4/?SEO_id=GMB-AMER-HT-LALWDHT&y_source=1_MTAzNDIxNzg0OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,4.4,84,ChIJMVPfNFVH3YgRS_WsJFBijc8
Howard Johnson by Wyndham Lakeland,"939 W Robson St, Lakeland, FL 33805, USA",Establishment,(863) 333-9878,https://www.wyndhamhotels.com/hojo/lakeland-florida/howard-johnson-lakeland/overview?CID=LC:HJ::GGL:RIO:National:20031,,3.1,1783,ChIJcUlQ-0ZH3YgR2rFaiqLWB1o
Best Western Plus Lakeland,"4225 New Tampa Hwy, Lakeland, FL 33815, USA",Establishment,(863) 262-3900,https://www.bestwestern.com/en_US/book/hotel-rooms.10428.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:10428,,4.4,273,ChIJD8yuckc43YgRKgMqfIkUJIY
Hyatt Place Lakeland Center,"525 W Orange St, Lakeland, FL 33815, USA",Establishment,(863) 413-1122,https://www.hyatt.com/hyatt-place/en-US/tpazl-hyatt-place-lakeland-center?src=corp_lclb_google_seo_tpazl&utm_source=google&utm_medium=organic&utm_campaign=lmr,,4.1,1186,ChIJS1hmtbc43YgR-F042bJ4Fvs
Holiday Inn Express & Suites Lakeland North - I-4 by IHG,"4500 Lakeland Pk Dr, Lakeland, FL 33809, USA",Establishment,(863) 595-4500,https://www.ihg.com/holidayinnexpress/hotels/us/en/lakeland/lalld/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-US-_-LALLD,,4.4,472,ChIJD7k50tJA3YgR_vFpiDlZ9E4
"Motel 6 Lakeland, FL","3120 US Hwy 98 N, Lakeland, FL 33805, USA",Establishment,(863) 400-9876,https://www.motel6.com/en/home/motels.fl.lakeland.9370.html?lid=Local_Milestone_677&travelAgentNumber=TA001305&corporatePlusNumber=CP792N5W&utm_source=google%20my%20business&utm_medium=listing&utm_campaign=visit%20website,,3.5,2163,ChIJc3YqLERH3YgRz1pXMnoTSh8
SpringHill Suites by Marriott Lakeland,"511 W Lime St, Lakeland, FL 33815, USA",Establishment,(863) 413-1700,https://www.marriott.com/en-us/hotels/tpasl-springhill-suites-lakeland/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,4.5,504,ChIJ4cz61Mk43YgRV4-NWp80aI4
Best Motel,"601 E Memorial Blvd, Lakeland, FL 33801, USA",Establishment,(863) 683-5961,https://www.bestmotellakeland.xyz/,,3,655,ChIJAeLntvo_3YgRt8ZPMfmvQmE
Travelodge by Wyndham Lakeland,"3425 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(863) 797-4597,https://www.wyndhamhotels.com/travelodge/lakeland-florida/travelodge-lakeland/overview?CID=LC:fkqqcjhla7b6gbb:41110&iata=00093796,,4.1,896,ChIJm_2xu0BH3YgRIPtQqoyI9G0
La Quinta Inn & Suites by Wyndham Lakeland West,"1024 Lakeland Park Center Dr, Lakeland, FL 33809, USA",Establishment,(863) 859-2866,https://www.wyndhamhotels.com/laquinta/lakeland-florida/la-quinta-lakeland-west/overview?CID=LC:6ysy27krtpcrqev:52718&iata=00093796,,3.5,1490,ChIJUSUXoUBH3YgR2sIPzCLYawo
Days Inn & Suites by Wyndham Lakeland,"4502 N Socrum Loop Rd, Lakeland, FL 33809, USA",Establishment,(863) 797-4606,https://www.wyndhamhotels.com/days-inn/lakeland-florida/days-inn-and-suites-lakeland/overview?CID=LC:iqv0j1dklijly45:17540&iata=00093796,,4,1018,ChIJ0_-Y59JA3YgRM3S2fwzryBg
Clarion Pointe Lakeland I-4,"4321 Lakeland Pk Dr, Lakeland, FL 33809, USA",Establishment,(863) 220-7505,https://www.choicehotels.com/florida/lakeland/sleep-inn-hotels/fl728?mc=llgoxxpx,,4,1075,ChIJtZb3TM1A3YgRPPOXiH0H7ww
Lakeview motel,"1539 E Memorial Blvd, Lakeland, FL 33801, USA",Establishment,(863) 937-9161,,,3.4,277,ChIJf7vrE10_3YgRnTpYLiXzZRs
TownePlace Suites by Marriott Lakeland,"3370 US Hwy 98 N, Lakeland, FL 33805, USA",Establishment,(863) 680-1115,https://www.marriott.com/en-us/hotels/tpaxl-towneplace-suites-lakeland/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,4.3,613,ChIJS-fyM0FH3YgRJYyvS8ze6pQ
The Lakeland Hotel,"3260 US Hwy 98 N, Lakeland, FL 33805, USA",Establishment,(863) 688-8080,,,3.5,6,ChIJbcniVgBH3YgRmy7IUD-et3E
Home2 Suites by Hilton Lakeland South Polk Parkway,"3610 Lakeside Village Blvd, Lakeland, FL 33803, USA",Establishment,(863) 500-6869,https://www.hilton.com/en/hotels/lalhtht-home2-suites-lakeland-south-polk-parkway/?SEO_id=GMB-AMER-HT-LALHTHT&y_source=1_MTI0Mzc0NzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,4.5,548,ChIJ-VgBshY53YgRFOW4XBT_1-4
Hampton Inn Lakeland,"4420 N Socrum Loop Rd, Lakeland, FL 33809, USA",Establishment,(863) 816-2525,https://www.hilton.com/en/hotels/mcollhx-hampton-lakeland/?SEO_id=GMB-AMER-HX-MCOLLHX&y_source=1_MjA4NDE2NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,4.5,488,ChIJg2RE7NJA3YgR9upBPxY49uw
Lakeland Motel,"1817 State Hwy 546, Lakeland, FL 33801, USA",Establishment,(727) 678-6654,,,2.8,18,ChIJmRBBXLk_3YgRaqfeJuJd0K8
Bradley Motel,"3208 US-92 E, Lakeland, FL 33801, USA",Establishment,(863) 665-4065,,,3,163,ChIJPRbsH5A_3YgRid6WEs3hFAw
Siesta Motel,"1527 George Jenkins Blvd, Lakeland, FL 33815, USA",Establishment,(863) 698-7022,,,3.4,78,ChIJ-ROm6ZQ43YgRoYRNy2gtCgI
Paramount Lakeside Inn & Suites,"910 E Memorial Blvd, Lakeland, FL 33801, USA",Establishment,(863) 683-0477,http://www.paramountlakesideinn.com/,,3.1,434,ChIJO-pfclE_3YgRuwlGUECxcaI
Lake Wire Inn,"244 N Florida Ave, Lakeland, FL 33801, USA",Establishment,(863) 687-2530,,,3.7,298,ChIJ37yWjLM43YgRhGp_q4FhAMc
Prestler's Motel,"2435 New Tampa Hwy, Lakeland, FL 33815, USA",Establishment,,,,2.6,68,ChIJF13VfPU43YgR3wnirJad54E
Economyinn of Lakeland5,"1224 E Memorial Blvd, Lakeland, FL 33801, USA",Establishment,(863) 683-7954,,,4,99,ChIJzZ8pyfo_3YgRoOLbkqEpg4E
Sunset Motel,"2301 New Tampa Hwy, Lakeland, FL 33815, USA",Establishment,(863) 940-9012,http://sunset-motel-lakeland.jany.io/,,3.9,59,ChIJm3OgHvU43YgR2Nhm9wOQDCY
Relax Inn LAKELAND,"1433 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Establishment,(863) 683-6745,,,2.9,232,ChIJQ6CLq6pA3YgROWnHALbMGpg
"Tidy Inn - Extended stay - Weekly - Clean, friendly and affordable","1601 George Jenkins Blvd, Lakeland, FL 33815, USA",Establishment,(863) 825-5007,https://tidyinn.net/,,3.5,153,ChIJR2PXk5Q43YgRP0mdKViF4W0
America's Best Inn Lakeland,"508 E Memorial Blvd, Lakeland, FL 33801, USA",Establishment,(863) 682-0303,https://www.stayinns.com/americas-best-inn/fl/lakeland/americas-best-inn-lakeland,,2.6,447,ChIJ3QHVPlM_3YgROKaAvz1eDnE
Cozy Court Motel,"407 Woodland Ave, Lakeland, FL 33801, USA",Establishment,(863) 665-4179,,,3.4,175,ChIJO669T5s_3YgR-SbUDzAprII
Twilite Motel,"4040 Gall Blvd, Zephyrhills, FL 33542, USA",Establishment,(813) 788-2695,,,2.6,124,ChIJox75hgJN3YgRTfU11WvZdy0
Tiger Villa Motel,"6000 New Tampa Hwy, Lakeland, FL 33815, USA",Establishment,(863) 682-8114,,,3.3,174,ChIJvdNFxSg43YgRkV6-Bz9YjU8
The Garden Gate Bed and Breakfast,"449 Co Rd 640, Homeland, FL 33847, USA",Establishment,(863) 223-6685,https://www.thegardengatebnb.com/,,5,47,ChIJjR-YFGIZ3YgRQ2c8RNk8oOk
Strawberry House B & B,"805 N Wheeler St, Plant City, FL 33563, USA",Establishment,(813) 924-2000,https://strawberryhouse.co/,,4.8,103,ChIJJSoUj4E23YgRPkPUFWjAjQ0
"The Terrace Hotel Lakeland, Tapestry Collection by Hilton","329 E Main St, Lakeland, FL 33801, USA",Establishment,(863) 688-0800,https://www.hilton.com/en/hotels/tpateup-the-terrace-hotel-lakeland/?SEO_id=GMB-AMER-UP-TPATEUP&y_source=1_MjMyNDIyNzgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,4.3,1429,ChIJlx5J27Q43YgRtoGAEE8W9HE
Maria’s,"216 Avery Dr W, Auburndale, FL 33823, USA",Establishment,(863) 608-5592,,,5,2,ChIJAQBkauxr3YgRyULL4fpF_-I
Extended Stay America Premier Suites- Lakeland-I-4,"4360 Lakeland Pk Dr, Lakeland, FL 33809, USA",Establishment,(863) 904-2050,https://www.extendedstayamerica.com/hotels/fl/lakeland/lakeland-i-4?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,,3.9,1049,ChIJOwumHJ5H3YgRCPJDcP-eGuI
Staybridge Suites Lakeland West by IHG,"3855 Don Emerson Dr, Lakeland, FL 33811, USA",Establishment,(863) 225-2886,https://www.ihg.com/staybridge/hotels/us/en/lakeland/lalap/hoteldetail?cm_mmc=GoogleMaps-_-SB-_-US-_-LALAP,,4.3,414,ChIJl0KPNWg53YgROT9V2xU8Z7U
Comfort Inn & Suites Lakeland North I-4,"3520 US Hwy 98 N, Lakeland, FL 33809, USA",Establishment,(863) 859-0100,https://www.choicehotels.com/florida/lakeland/comfort-inn-hotels/fl713?mc=llgoxxpx,,4.2,539,ChIJt_-Wc0BH3YgRAFqONcUir6o
Residence Inn by Marriott Lakeland,"3701 Harden Blvd, Lakeland, FL 33803, USA",Establishment,(863) 680-2323,https://www.marriott.com/en-us/hotels/tpald-residence-inn-lakeland/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,4.3,408,ChIJP4YL8BU53YgRchGXIp9ScNk
SUN 'n FUN Campground,"4590 Rocky Rd, Lakeland, FL 33811, USA",Campground,(863) 904-0199,https://aceedu.org/camping/year-round-camping/,,4.5,182,ChIJbe7-TOU53YgR4wl8TqQqPLE
Saddle Creek Campground,"3716 Morgan Combee Rd, Lakeland, FL 33801, USA",Campground,(863) 413-2399,https://www.polk-county.net/parks-and-recreation/campgrounds,,3.8,116,ChIJ3f8mSQpA3YgRueDzfXwTxHc
Myrtle Oaks Campground,"2250 Myrtle Rd, Lakeland, FL 33810, USA",Campground,,https://www.hipcamp.com/florida/myrtle-oaks/myrtle-oaks,,5,1,ChIJNXgDIRdH3YgR2mz0WeJ1lRk
