First Name,Last Name,Email,Phone,Company Name,Tags,Website,Source
Bryant's,"Heating & Cooling, Inc.",info@bryantsheating.com,+12568407142,,"import:supabase, status:new",,direct-audit
Houston,HVAC Masters,info@houstonhvacmasters.com,+17135550188,,"import:supabase, status:new",,direct-audit
Head's,Heating & Air Conditioning,office@headshvac.com,+12512065996,,"import:supabase, status:new",,direct-audit
Cote's,Mechanical,notfound@example.com,+19404584980,,"import:supabase, status:new",,direct-audit
,,cody@ringtaxes.com,+18633708115,Ring Tax Accounting & Advisory,"import:supabase, status:new, niche:accounting firm",https://www.ringtaxes.com/,google_places
,,michele.nelson@mnelsoncpa.com,+18636444406,Michele a Bourcy Nelson CPA PA,"import:supabase, status:new, niche:accounting firm",http://www.mnelsoncpa.com/,google_places
,,service@avecoinc.net,+18632255912,"Aveco Electrical, Inc.","import:supabase, status:new, niche:electrician",http://www.avecoinc.com/,google_places
,,admin@lkldelectrical.com,+18638592515,LOOK Electric Co.,"import:supabase, status:new, niche:electrician",https://www.lookelectricco.com/,google_places
,,leafelectricinfo@gmail.com,+18633770217,Leaf Electric,"import:supabase, status:new, niche:electrician",https://leafelectricfl.com/,google_places
,,vk8517824@gmail.com,+18638801355,Creative Edge Outdoor Solutions,"import:supabase, status:new, niche:landscaping company",https://lawncarelakelandtampaflorida.com/,google_places
,,gilileolandscapingservice@gmail.com,+18632541147,Gilileo's Landscaping Service,"import:supabase, status:new, niche:landscaping company",http://www.gilileoslandscapingservice.com/,google_places
,,lakelandfl@woofgangbakery.com,+18634502365,Woof Gang Bakery & Grooming Lakeland,"import:supabase, status:new, niche:pet grooming",https://www.woofgangbakery.com/pages/locations/lakeland?utm_source=google&utm_medium=gmb,google_places
,,abcpa20@abcpa.tax,+18636140308,Allison Brown CPA,"import:supabase, status:new, niche:accounting firm",http://abcpa.tax/,google_places
,,bythebaydoggrooming@gmail.com,+18632210037,By the Bay Dog Grooming,"import:supabase, status:new, niche:pet grooming",https://bythebaydoggrooming.com/,google_places
Sound,Heating & Air Conditioning Inc.,maintenance@soundheating.com,+12538753350,,"import:supabase, status:new",,direct-audit
,,atlineelectric@yahoo.com,+18639341337,Atline Electric Services,"import:supabase, status:new, niche:electrician",http://atlineelectric.com/#GMB,google_places
,,admin@parrishcpas.com,+18637098337,"Parrish & Parrish CPAs, P.A.","import:supabase, status:new, niche:accounting firm",http://www.parrishcpas.com/,google_places
,,sebastian@aldusleaf.org,+18633980495,Lewman Electric,"import:supabase, status:new, niche:electrician",http://www.lewmanelectric.com/?utm_source=gbp&utm_medium=organic&utm_campaign=GoogleBusinessProfile,google_places
Priority,,coloradosprings@priorityroofs.com,+18637014746,Priority Roofing,"import:supabase, status:new, niche:Roofing Contractor",https://priorityroofs.com/location/lakeland/,lakeland_finds_directory
,,info@dreamerslandscaping.com,+18637993494,Dreamers Landscape and Lawn Care Service LLC,"import:supabase, status:new, niche:landscaping company",https://dreamerslandscaping.com/,google_places
,,contact@sansoxygen.com,+18638453641,"RJ CPA, LLC","import:supabase, status:new, niche:accounting firm",https://rjcpallc.com/,google_places
,,info@bigfinpoolservice.com,+18633482061,Big Fin Pool Service,"import:supabase, status:new, niche:pool service company",http://bigfinpoolservice.com/,google_places
,,info@lakelandpros.com,+18637016000,Bulldog Lawn Care,"import:supabase, status:new, niche:landscaping company",https://www.lakelandpros.com/,google_places
Goff,,info@goffroofsystems.com,+18636801748,Goff Roof Systems,"import:supabase, status:new, niche:Roofing Contractor",https://goffroofsystems.com/,lakeland_finds_directory
,,flpestworx@gmail.com,+18637381270,Florida Pestworx,"import:supabase, status:new, niche:pest control company",http://www.flpestworx.com/,google_places
Airco,Mechanical,homeservice@aircoaustin.com,+15125371234,,"import:supabase, status:new",,direct-audit
,,service@bearelectricllc.com,+18633292327,Bear Electric,"import:supabase, status:new, niche:electrician",http://www.bearelectricllc.com/,google_places
,,johndoe@email.com,+18632827984,Payne Air Conditioning & Heating,"import:supabase, status:outreach_sent, niche:HVAC contractor",https://payneair.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,google_places
,,info@happypawsspa.com,+18636444223,Happy Paws Pet Spa,"import:supabase, status:new, niche:pet grooming",https://www.happypawsspa.com/,google_places
Perfect,Service Heating & Air,landona@perfectservicehvac.com,+12052066091,,"import:supabase, status:new",,direct-audit
,,service@docelectricalservices.com,+18636163003,DOC Electric,"import:supabase, status:new, niche:electrician",https://www.docelectricalservices.com/,google_places
,,pricebustersair@gmail.com,+18634503127,"Price Busters Heating & Air Conditioning, LLC","import:supabase, status:outreach_sent, niche:HVAC contractor",https://www.pricebustersair.com/,google_places
,,office@skytaxaccounting.com,,Sky Tax & Accounting,"import:supabase, status:new, niche:accounting firm",https://www.skytaxaccounting.com/,google_places
,,glamskinmedispa@gmail.com,+18636041324,Glam Skin Medi Spa,"import:supabase, status:new, niche:medical spa",http://glamskinmedispa.square.site/,google_places
,,superiorlawncare2014@gmail.com,+18633540625,Superior Lawn Care of Lakeland,"import:supabase, status:new, niche:landscaping company",https://superiorlawncarelakeland.com/,google_places
Ideal,Air Services,info@idealairservices.com,+18326624589,,"import:supabase, status:new",,direct-audit
A1,HVAC LLC,A1hvac334@gmail.com,+19316758782,,"import:supabase, status:new",,direct-audit
,,rob@westlake-cpa.com,+18632508701,"Robert W. Westlake, CPA","import:supabase, status:new, niche:accounting firm",https://westlake-cpa.com/,google_places
Action,Air Conditioning Tampa,info@actionairconditioning.com,+18139356644,,"import:supabase, status:new",,direct-audit
,,targetpressure@aol.com,+18636408349,"Target Pressure Cleaning, Inc.","import:supabase, status:new, niche:pressure washing service",http://targetpressurecleaning.com/,google_places
,,larissa@brianpestcontrol.com,+18633700545,"Brian Pest Control, Inc.","import:supabase, status:new, niche:pest control company",http://www.brianpestcontrol.com/,google_places
,,info@deitrickcpa.com,+18636472308,"Kellie M. Deitrick, P.A. CPA","import:supabase, status:new, niche:accounting firm",http://www.deitrickcpa.com/,google_places
Advanced,,,+18636485787,Advanced Aluminum of Polk County,"import:supabase, status:new, niche:Metal Roofing",https://www.advaluminum.com/?utm_source=google&utm_medium=local,lakeland_finds_directory
,,wecare@masseyservices.com,+18636688737,Massey Services Pest Control,"import:supabase, status:new, niche:pest control company",https://www.masseyservices.com/lakeland/pest-control/?utm_source=googlemybusiness&utm_medium=search&utm_content=Lakeland19&utm_campaign=masseylocalsearch,google_places
,,admin@teamenoch.com,+18633158000,Team Enoch: AC Repair,"import:supabase, status:new, niche:HVAC contractor",https://www.teamenoch.com/,google_places
,,webmaster@claconnect.com,+18636805600,CLA (CliftonLarsonAllen),"import:supabase, status:new, niche:accounting firm",https://www.claconnect.com/locations/florida/offices/cla-lakeland,google_places
Cheap,,sales@discountmetalmart.com,+18137527088,Cheap Metal Roofing,"import:supabase, status:new, niche:Metal Roofing",https://discountmetalmart.com/,lakeland_finds_directory
,,kristispoolservice@yahoo.com,+18638151464,Kristi's Pool Service,"import:supabase, status:new, niche:pool service company",http://kristispoolservice.com/?utm_source=gbp&utm_medium=organic&utm_campaign=GoogleBusinessProfile,google_places
Top,,,+18633130005,Top Flight Electric,"import:supabase, status:new, niche:Electrician",https://topflightelectric.com/,lakeland_finds_directory
,,bookings@bigdogsbathhouse.com,+18633621029,Big Dogs Bathhouse,"import:supabase, status:new, niche:pet grooming",https://bigdogsbathhouse.com/,google_places
,,washforce@washforce.us,+18632251919,Wash Force,"import:supabase, status:new, niche:pressure washing service",http://www.washforce.us/,google_places
,,procareautorepairllc@gmail.com,+18636836598,Pro Care Auto Repair,"import:supabase, status:new, niche:auto repair shop",http://www.procareautorepairllc.com/,google_places
,,citygaragefl@gmail.com,+18636833000,City Garage,"import:supabase, status:new, niche:auto repair shop",http://www.citygaragefl.com/,google_places
,,themonarchmedspa@gmail.com,+18632253468,The Monarch MedSpa LLC,"import:supabase, status:new, niche:medical spa",http://www.themonarchmedspa.com/,google_places
Jaguar,Heating & Air,m.abdul@jaguarheatingandair.com,+19162564447,,"import:supabase, status:new",,direct-audit
,,courtkingpowerwash@hotmail.com,+15617203665,court king power wash,"import:supabase, status:new, niche:pressure washing service",http://www.courtkingpowerwash.com/,google_places
R,,5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com,+18636820798,R F Lusa & Sons Sheet Metal,"import:supabase, status:new, niche:Metal Roofing",http://rflusa.com/,lakeland_finds_directory
,,kevin@superiorspray.com,+18636820700,"Superior Spray Service, Inc.","import:supabase, status:new, niche:pest control company",https://www.superiorspray.com/,google_places
,,info@beautybeyondaesthetics.com,+18632712211,Beauty Beyond Aesthetics | Lakeland Med Spa,"import:supabase, status:new, niche:medical spa",http://beautybeyondaesthetics.com/,google_places
,,contact@richardspoolservicefl.com,+18636489657,Richard's Pool Service,"import:supabase, status:new, niche:pool service company",https://www.richardspoolservicefl.com/,google_places
,,deepdivepoolservice@gmail.com,+18632162508,Deep Dive Pool Services,"import:supabase, status:new, niche:pool service company",http://www.deepdivepoolservices.com/,google_places
,,burtonpressurewashing@yahoo.com,+18635592359,Burton Pressure Washing LLC & Property Management Services,"import:supabase, status:new, niche:pressure washing service",https://softwashoflakeland.com/,google_places
,,topdown-@2x.webp,+18639048956,Top Down Exterior Cleaning,"import:supabase, status:new, niche:pressure washing service",https://topdowncleaning.com/,google_places
,,richard@joyceauto.net,+18633432537,Joyce Automotive and Towing,"import:supabase, status:new, niche:auto repair shop",http://joyceautomotive.com/,google_places
,,hamletautopros@gmail.com,+18636652529,Hamlet Automotive in Lakeland FL,"import:supabase, status:new, niche:auto repair shop",http://www.hamletautomotive.com/,google_places
,,contact@americanairrepairllc.com,+18138022183,American Air Repair,"import:supabase, status:new, niche:HVAC contractor",https://americanairrepairllc.com/?utm_source=omg-gbp&utm_medium=webclick,google_places
Colair,Cooling & Heating,sales@colairinc.com,+19562307464,,"import:supabase, status:new",,direct-audit
George,Cunningham Air Conditioning & Heating Services,jms@gcincac.com,+19564238437,,"import:supabase, status:new",,direct-audit
Greenwood,Heating and Home Services,info@greenwoodheating.com,+12062074734,,"import:supabase, status:new",,direct-audit
Jacksonville,Cooling Co,service@jaxcooling.com,+19045550141,,"import:supabase, status:new",,direct-audit
Atlanta,Air Experts,info@atlantaairexperts.com,+14045550156,,"import:supabase, status:new",,direct-audit
Charlotte,Climate Care,quotes@charlotteclimate.com,+17045550173,,"import:supabase, status:new",,direct-audit
Comfort,Air Solutions,info@comfortairsolutions.com,+18135550147,,"import:supabase, status:new",,direct-audit
We,Do HVAC,info@wedohvacus.com,+18584329992,,"import:supabase, status:new",,direct-audit
TOBIN,HVAC,info@tobinhvac.com,+13038935675,,"import:supabase, status:new",,direct-audit
Extreme,AC And Heating,extremeacandheating@gmail.com,+17606153169,,"import:supabase, status:new",,direct-audit
Local,Roots AC and Plumbing LLC,service@calllocalroots.com,+16025608989,,"import:supabase, status:new",,direct-audit
Silver,"State Refrigeration, HVAC & Plumbing",help@ssrfg.com,+17026236936,,"import:supabase, status:new",,direct-audit
Stanley,HVAC,stanleyhvac.co@gmail.com,+14803993706,,"import:supabase, status:new",,direct-audit
Bob,Heinmiller AC Orlando,service@bobheinmiller.com,+14073740779,,"import:supabase, status:new",,direct-audit
ACR,Air Conditioning & Refrigeration,info@callacr.com,+14074498679,,"import:supabase, status:new",,direct-audit
Bleuwave,Commercial HVAC,info@bleuwavecommercialhvac.com,+14808635855,,"import:supabase, status:new",,direct-audit
Jacobs,Heating & Air Conditioning,info@jacobsheating.com,+1503.234.7331,,"import:supabase, status:new",,direct-audit
Abacus,"Plumbing, Air Conditioning & Electrical",customerservice@abacusplumbing.net,+15129437070,,"import:supabase, status:new",,direct-audit
Efficient,"AC, Electric & Plumbing",hello@efficienttexas.com,+15125012275,,"import:supabase, status:new",,direct-audit
Belle,Air HVAC Orlando,belleairoffice@belleairac.com,+14074107296,,"import:supabase, status:new",,direct-audit
miami,owner,admin@miamielitehvac.com,,,"import:supabase, status:new",,direct-audit
,,smithsreapirservices@gmail.com,+18138608461,Smith’s Repairs and Services LLC,"import:supabase, status:new, niche:plumbing company",https://www.smithsrepairsandservices.com/,google_places
,,info@viva-vitality.com,+18634504060,Viva Vitality,"import:supabase, status:new, niche:medical spa",https://viva-vitality.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing,google_places
YPS,Facility Services LP,joe@yps.com,+15123033705,,"import:supabase, status:new",,direct-audit
Dr.,"Air & Heat Services, LLC",dreyna1973@gmail.com,+12147498048,,"import:supabase, status:new",,direct-audit
Donald,P. Dick Air Conditioning,service@mrcool4ac.com,+15592551644,,"import:supabase, status:new",,direct-audit
Holliday,Heating + Cooling + Electric,info@hollidayheating.com,+15098385717,,"import:supabase, status:new",,direct-audit
Inland,"Mechanical Services, Inc.",ltrujillo@inlandmechanicalservices.com,+19514123046,,"import:supabase, status:new",,direct-audit
Salem,Heating & Sheet Metal,bgladow@salemheatingandsheetmetal.com,+15035811536,,"import:supabase, status:new",,direct-audit
California,"Air Conditioning Systems, Inc.",info@californiaac.com,+13105300504,,"import:supabase, status:new",,direct-audit
Airmaxx,,support@airmaxx.com,+16193305339,,"import:supabase, status:new",,direct-audit
Fischer,Heating & Air Conditioning,info@fischerheating.com,+12062029499,,"import:supabase, status:new",,direct-audit
Baker,Home Energy,info@bakerhomeenergy.com,+1877.578.8080,,"import:supabase, status:new",,direct-audit
Black,"Lion Heating, Air Conditioning & Electrical",info@blacklionhvac.com,+14258143944,,"import:supabase, status:new",,direct-audit
Glendale,Heating & Air Conditioning,hello@glendaleheating.com,+12062437700,,"import:supabase, status:new",,direct-audit
Cornerstone,Pros,service@cornerstonepros.com,+18139212610,,"import:supabase, status:new",,direct-audit
Way,Cool Plumbing and Air,kyle@callwaycool.com,+16232506492,,"import:supabase, status:new",,direct-audit
Shields,A/C,shields.ac.az@gmail.com,+16026200047,,"import:supabase, status:new",,direct-audit
Action,"Air Conditioning, Heating & Solar",yvonne.lanot@actionac.net,+17607274152,,"import:supabase, status:new",,direct-audit
BelRed,"Heating, Cooling, Plumbing & Electrical",info@belred.com,+18553456161,,"import:supabase, status:new",,direct-audit
Blue,Flame Heating & Air,kevin@blueflamecomfort.com,+12063885667,,"import:supabase, status:new",,direct-audit
We,Care Air,info@wecareairlasvegas.com,+17022722348,,"import:supabase, status:new",,direct-audit
Guin,Service,info@guinservice.com,+12055954846,,"import:supabase, status:new",,direct-audit
United,Heating & Air,Anthony.snead@unitedheating.net,+13342620247,,"import:supabase, status:new",,direct-audit
JC,Hamm and Sons,tim@jchamm.tech,+12567647386,,"import:supabase, status:new",,direct-audit
CM,Heating,info@cmheating.com,+14252857694,,"import:supabase, status:new",,direct-audit
Ewing,Air Conditioning & Heating,ewingairandheat@gmail.com,+19726932343,,"import:supabase, status:new",,direct-audit
Ideal,"Plumbing, Heating, Air & Electrical",ideal@idealservice.com,+16195837963,,"import:supabase, status:new",,direct-audit
Fuse,HVAC,support@fuseservice.com,+16694441101,,"import:supabase, status:new",,direct-audit
Pacific,Heating & Cooling,customerservice@pacificheatingcooling.com,+12532860512,,"import:supabase, status:new",,direct-audit
Arizona,TradeMasters,service@aztrademasters.com,+16023241840,,"import:supabase, status:new",,direct-audit
Frank,Gay Services,info@frankgayservices.com,+14075128102,,"import:supabase, status:new",,direct-audit
Olson,Energy Service,jeff.amelio@olsonenergy.com,+12067825522,,"import:supabase, status:new",,direct-audit
DALCO,Heating & Air Conditioning,info@dalcohvac.com,+13039797541,,"import:supabase, status:new",,direct-audit
Sierra,Air Conditioning And Plumbing,service@sierracoolslv.com,+17023441082,,"import:supabase, status:new",,direct-audit
Greens,Energy Services Orlando,info@greensenergy.com,+14072825000,,"import:supabase, status:new",,direct-audit
Vegas,Strong Heating & Cooling LLC,bumblebreeze.ccr@anyhour.com,+17026749775,,"import:supabase, status:new",,direct-audit
Samm's,Heating & Air Conditioning,service@sammsheatingandair.com,+19726454833,,"import:supabase, status:new",,direct-audit
Sky,"Heating, AC, Plumbing & Electrical",csrleads@skyheating.com,+15035632698,,"import:supabase, status:new",,direct-audit
Coppell,"Heating and Air Conditioning, Inc.",service@coppellac.com,+19724621882,,"import:supabase, status:new",,direct-audit
Hyland,Services,support@hylandservices.com,+17207092000,,"import:supabase, status:new",,direct-audit
Bull,Mountain Heating & Cooling,info@BullMountainHeating.com,+15036126677,,"import:supabase, status:new",,direct-audit
AAA,"Heating and Cooling, Inc.",Sales@AAAIAQ.com,+15032842173,,"import:supabase, status:new",,direct-audit
Pyramid,Heating & Cooling,gphillis@pyramidheating.com,+15034162201,,"import:supabase, status:new",,direct-audit
Cytech,Heating & Cooling L C,info@cytechheatingandcooling.com,+19568045921,,"import:supabase, status:new",,direct-audit
Freedom,Heating & Cooling,administrator@freedom.repair,+18472881788,,"import:supabase, status:new",,direct-audit
Texas,Ace HVAC,ta-service@lsmech.com,+1469.846.0686,,"import:supabase, status:new",,direct-audit
Lone,Star Heating and Air,support@lonestarhatxk.com,+19037485190,,"import:supabase, status:new",,direct-audit
Annette,Hale's Indoor Comfort Systems,info@indoorcomforthsv.com,+12568850430,,"import:supabase, status:new",,direct-audit
Mansfield,"Plumbing, Electrical, Heating & Air",info@mansfieldtxplumbing.com,+18174761341,,"import:supabase, status:new",,direct-audit
Team,Enoch HVAC Austin,mail@teamenoch.com,+18178888880,,"import:supabase, status:new",,direct-audit
,,info@mauricesauto.com,+18636464479,Maurice's Auto Repair and Towing,"import:supabase, status:new, niche:auto repair shop",http://mauricesauto.com/,google_places
,,info@agelesslakeland.com,+18632255400,Ageless Aesthetics & Wellness,"import:supabase, status:new, niche:medical spa",http://www.agelesslakeland.com/,google_places
,,ajaxautoplace@gmail.com,+18639409004,"Ajax Auto Place.com, LLC","import:supabase, status:new, niche:auto repair shop",https://ajaxautoplace.com/,google_places
,,admin@autosaucerepair.com,+18632476345,Autosauce Auto Repair - Auto Repair Shop,"import:supabase, status:new, niche:auto repair shop",https://www.autosaucerepair.com/,google_places
,,info@lakelandaesthetics.com,+18632252859,Lakeland Aesthetics & Wellness,"import:supabase, status:new, niche:medical spa",http://www.lakelandaesthetics.com/,google_places
,,johnnybebee@bettercuttreeservice.com,+18638086441,A Better Cut Tree Service And More,"import:supabase, status:outreach_sent, niche:tree removal service",https://bettercuttreeservice.com/,google_places
Lakeland,,,+18633560154,Lakeland Electrician Guys,"import:supabase, status:new, niche:Electrician",https://www.lakelandelectricianpros.com/,lakeland_finds_directory
,,maggiemobley@eyecare-partners.com,+18636886197,Clarkson Eyecare,"import:supabase, status:new, niche:optometrist",https://www.clarksoneyecare.com/locations/fl/lakeland/lakeland?utm_source=gmb&utm_medium=yext,google_places
LOOK,,c183baa23371454f99f417f6616b724d@sentry.wixpress.com,+18638592515,LOOK Electric Co.,"import:supabase, status:new, niche:Electrician",https://www.lookelectricco.com/,lakeland_finds_directory
,,onealsroofing@gmail.com,+18635570288,"O'Neal's Roofing Co. of Lakeland, Inc.","import:supabase, status:new, niche:roofing contractor",http://www.onealsroofing.com/,google_places
,,kristie@eilandpressurewashing.com,+18639404931,"Eiland Pressure Washing, LLC","import:supabase, status:new, niche:pressure washing service",http://eilandpressurewashing.com/,google_places
Fore,,info@fore-electric.com,+18639379149,Fore Electric & Energy LLC,"import:supabase, status:new, niche:Electrician",http://www.fore-electric.com/,lakeland_finds_directory
,,support@dermafixspalk.com,+18632504058,Dermafix Spa (Lakeland),"import:supabase, status:new, niche:medical spa",https://dermafixspalk.com/,google_places
Anti-Pesto,,,+18633930300,Anti-Pesto Bug Killers Inc,"import:supabase, status:new, niche:Pest Control",https://www.antipesto.com/lakeland-fl-pest-control,lakeland_finds_directory
,,john@gmail.com,+18635918826,Lakeland Roofing Guys,"import:supabase, status:new, niche:roofing contractor",http://www.roofing-lakeland.com/,google_places
,,fourpawsonly1@gmail.com,+18636673113,Four Paws Only,"import:supabase, status:new, niche:pet grooming",https://www.fourpawsonlyfl.com/,google_places
Terminix,,,+13217326763,Terminix,"import:supabase, status:new, niche:Pest Control",https://www.terminix.com/exterminators/fl/lakeland-25915/?utm_source=gmb-listing&utm_medium=organic&utm_campaign=satellite_25915&utm_term=lakeland,lakeland_finds_directory
,,hello@eyesonlakeland.com,+18632505553,Eyes on Lakeland,"import:supabase, status:new, niche:optometrist",http://eyesonlakeland.com/,google_places
Peninsular,,,+18636654722,Peninsular Exterminating,"import:supabase, status:new, niche:Pest Control",http://peninsularexterminating.com/,lakeland_finds_directory
iCi,,,+18632190998,iCi Termite & Pest Control Inc.,"import:supabase, status:new, niche:Termite Control",https://www.icitermiteandpestcontrol.com/,lakeland_finds_directory
EBP,,,+14075927572,EBP Landscaping,"import:supabase, status:new, niche:Landscaping",https://ebplandscaping.com/,lakeland_finds_directory
,,mirtilelectricllc@gmail.com,+18636148911,Mirtil Electric LLC,"import:supabase, status:new, niche:electrician",https://mirtilelectric.com/,google_places
,,schastain@performanceelectric.org,+18636666400,Performance Electric,"import:supabase, status:new, niche:electrician",http://www.performanceelectric.org/,google_places
,,stoneandmulch23@gmail.com,+18636475091,Stone & Mulch 4 All Seasons,"import:supabase, status:outreach_sent, niche:landscaping company",http://stonemulch4allseasons.com/,google_places
,,office@priorityroofs.com,+18637014746,Priority Roofing,"import:supabase, status:new, niche:roofing contractor",https://priorityroofs.com/location/lakeland/,google_places
,,gibbonsautoservices@gmail.com,+18639008363,Gibbons Auto Service,"import:supabase, status:new, niche:auto repair shop",http://gibbonsautoservice.com/,google_places
,,info@balancedhealthandwellnessfl.com,+18632251244,Balanced Health and Wellness,"import:supabase, status:new, niche:medical spa",https://www.balancedhealthandwellnessfl.com/,google_places
,,help.us@booksy.com,+18635213508,High Class Barber Salon,"import:supabase, status:new, niche:barber shop",https://booksy.com/en-us/684027_high-class-barber-salon_barber-shop_16013_lakeland,google_places
,,joseyjoselandscapingllc@gmail.com,+13213359221,Jose & Jose Landscaping LLC,"import:supabase, status:new, niche:landscaping company",https://joseandjoselandscapingllc.com/,google_places
,,permitting@copelandscomplete.net,+18632130543,Copeland's Complete Construction LLC,"import:supabase, status:new, niche:roofing contractor",https://www.copelandscompleteconstruction.com/,google_places
,,sharpcuttreeservice@gmail.com,+18636668392,Sharp Cut Tree Service,"import:supabase, status:outreach_sent, niche:tree removal service",https://www.sharpcuttree.com/,google_places
,,refined@venetianmedspa.com,+18634300582,Venetian Medical Spa and Aesthetic Surgery,"import:supabase, status:new, niche:medical spa",https://venetianmedspa.com/,google_places
Market,,,+18633374425,Market on Kentucky,"import:supabase, status:new, niche:Bakery",https://marketonkentucky.com/,lakeland_finds_directory
,,wingchunflorida@gmail.com,+18638000171,Sifu Och Wing Chun Kung Fu,"import:supabase, status:new, niche:martial arts school",http://www.sifuochwingchun.com/,google_places
,,support@aquaticsconnect.com,+18636442420,Lakeland Pool Services,"import:supabase, status:new, niche:pool service company",https://www.aquaticsconnect.com/lakeland/services-vendors/lakeland-pool-services,google_places
,,sales@goldsmithpools.com,+18636004605,Goldsmith Pools,"import:supabase, status:new, niche:pool service company",https://goldsmithpools.com/,google_places
,,psi@psilakeland.net,+18638087109,"PSI Pressure Cleaning Service, LLC","import:supabase, status:new, niche:pressure washing service",http://www.psilakeland.net/,google_places
Dreamers,,%20info@dreamerslandscaping.com,+18637993494,Dreamers Landscape and Lawn Care Service LLC,"import:supabase, status:new, niche:Landscaping",https://dreamerslandscaping.com/,lakeland_finds_directory
LawnStarter,,df4155448ac91fe6a1a0b7f215114fd1@o113786.ingest.us.sentry.io,+18636952349,LawnStarter - Lakeland,"import:supabase, status:new, niche:Lawn Care",https://www.lawnstarter.com/lakeland-fl-lawn-care,lakeland_finds_directory
,,ericktorresquinones@gmail.comq,+17276235082,Evolution barbershop,"import:supabase, status:new, niche:barber shop",http://evolution-barbershop.square.site/,google_places
Spot,,,+13522328259,Spot On Lawn Care,"import:supabase, status:new, niche:Lawn Care",https://www.facebook.com/spotonlawncare863,lakeland_finds_directory
dan,coffman,nearmi193@gmail.com,,,"import:supabase, status:new",,direct-audit
Lyons,,,+18632675032,Lyons Family Tree Care,"import:supabase, status:new, niche:Tree Trimming",http://www.lyonsfamilytreecare.com/,lakeland_finds_directory
Chop,,contact@treeserviceinlakelandfl.com,+18632261663,Chop Chop Tree,"import:supabase, status:new, niche:Tree Trimming",https://www.treeserviceinlakelandfl.com/,lakeland_finds_directory
,,youremail@gmail.com,+18634571954,Highland Dental Clinic,"import:supabase, status:new, niche:dental clinic",http://dentistrylakeland.com/,google_places
Stanley,,,+18637099400,Stanley Steemer,"import:supabase, status:new, niche:Carpet Cleaning",https://www.stanleysteemer.com/locations/FL/Lakeland/2000049,lakeland_finds_directory
,,mastersell@sellteamacademy.com,+18638152467,Sell Team Academy of Taekwondo,"import:supabase, status:new, niche:martial arts school",http://www.sellteamacademy.com/,google_places
,,clientcare@lacvets.com,+18636883338,Lakeland Animal Clinic,"import:supabase, status:new, niche:veterinary clinic",https://lacvets.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=website,google_places
,,support@bellaglambeauty.com,+18632721990,Bella Glam Beauty,"import:supabase, status:new, niche:hair salon",https://www.bellaglambeauty.com/,google_places
Gargus,,,+18632720751,"Gargus Lawn Care,LLC","import:supabase, status:new, niche:Lawn Mowing",,lakeland_finds_directory
,,bellelaviesalonandspa1@gmail.com,+18636175408,Belle La Vie Salon & Spa,"import:supabase, status:new, niche:hair salon",https://www.bellelaviesalonandspa.com/,google_places
,,budswiser11@aol.com,+18636877335,Car Tech,"import:supabase, status:new, niche:auto repair shop",https://cartechlakeland.com/,google_places
,,qualitydentalcareoflakeland@gmail.com,+18638583891,Quality Dental Care of Lakeland,"import:supabase, status:new, niche:dental clinic",https://www.qualitydentalcarefl.com/?utm_source=local&utm_medium=organic&utm_campaign=google,google_places
,,championsmmalakeland@gmail.com,+18634401785,Champions Mixed Martial Arts,"import:supabase, status:new, niche:martial arts school",http://www.championsmma.tv,google_places
,,%20hamiltonsbjj863@yahoo.com,+18637016633,Hamiltons Brazilian Jiu-Jitsu,"import:supabase, status:new, niche:martial arts school",https://hamiltonsbjj.com/,google_places
,,tpfchief@hotmail.com,+18639659500,TPF TEAM Praise Force Tae Kwon Do & More,"import:supabase, status:new, niche:martial arts school",http://tpftkd.com/,google_places
High,,,+18636986061,High View Tree Service Inc,"import:supabase, status:new, niche:Tree Trimming",https://treeserviceslakeland.com/,lakeland_finds_directory
,,info@waterlakefamilydentistry.com,+18636065721,Waterlake Family Dentistry,"import:supabase, status:new, niche:dental clinic",https://dentistlakelandfl.com/,google_places
,,info@rls-academy.com,+18639402178,Rising Little Stars Academy,"import:supabase, status:new, niche:daycare center",https://lw-academy.com/RLS/,google_places
,,northlakeland@coastdental.com,+18639370190,Coast Dental,"import:supabase, status:new, niche:dental clinic",https://www.coastdental.com/dentist-office/lakeland-fl-33809?utm_source=gmb&utm_medium=organic,google_places
,,info@pawsplusvet.org,+18635835060,Paws Plus Veterinary,"import:supabase, status:new, niche:veterinary clinic",http://www.pawsplusvet.org/,google_places
,,lakeland@urgentvet.com,+18633452800,UrgentVet,"import:supabase, status:new, niche:veterinary clinic",https://urgentvet.com/location/lakeland-fl/,google_places
,,familymartialac@gmail.com,+18636465425,Family Martial Arts Center,"import:supabase, status:new, niche:martial arts school",http://www.fmacfamily.com/,google_places
,,aarlakeland@gmail.com,+18639409797,American Auto Repair,"import:supabase, status:new, niche:auto repair shop",https://americanautorepair.com/,google_places
,,info@rdsautolakeland.com,+18636403010,RDS Automotive Lakeland Mechanic,"import:supabase, status:new, niche:auto repair shop",http://www.rdsautolakeland.com/,google_places
,,bull4kicks2000@yahoo.com,+19125362280,Valor Martial Arts,"import:supabase, status:new, niche:martial arts school",http://valormartialartsfl.com/,google_places
